RunNumber,127,
ChamberName,Position,Flowmeter(l/h)
GE1/1-X-S-CERN-0008,1/2/B,5
GE1/1-X-S-INDIA-0007,1/2/T,5
GE1/1-X-S-INDIA-0005,2/2/B,5
GE1/1-X-S-INDIA-0008,2/2/T,5
GE1/1-X-S-INDIA-0015,3/2/B,5
GE1/1-X-S-INDIA-0014,3/2/T,5
GE1/1-X-S-INDIA-0009,4/2/B,5
GE1/1-X-S-INDIA-0004,4/2/T,5
GE1/1-X-S-PAK-0007,5/2/B,5
GE1/1-X-S-PAK-0005,5/2/T,5
